approve;black;hispan;obrat;loanprc;unem;male;married;dep;self;sch;chist;pubrec
1;0;0;30;0,402173906564713;3,09999990463257;1;1;1;0;1;1;0
1;0;0;38;0,898417592048645;3,20000004768372;1;1;2;0;0;0;0
1;0;0;23,3999996185303;0,803921580314636;1,79999995231628;1;1;1;1;0;1;0
1;0;0;36;0,95061731338501;1,79999995231628;0;1;0;0;1;1;0
1;0;0;25;0,772727251052856;3,20000004768372;1;1;1;0;1;1;0
1;0;0;30,7000007629395;0,49295774102211;3,20000004768372;1;1;0;0;1;1;0
1;0;0;37;0,898550748825073;3,20000004768372;1;1;0;0;1;1;0
1;0;0;33;0,80303031206131;3,20000004768372;1;1;0;0;0;0;0
1;0;0;37,7999992370605;0,801932394504547;3,20000004768372;1;1;0;1;1;1;0
1;0;0;28,2999992370605;0,904761910438538;3,20000004768372;1;0;0;0;1;1;0
1;0;0;26;0,534759342670441;3,20000004768372;1;1;0;1;1;0;0
1;0;0;28;0,949275374412537;3,90000009536743;1;1;0;0;1;1;0
0;0;0;10,3999996185303;0,666666686534882;10,6000003814697;1;0;0;1;1;1;0
1;1;0;37,5;0,878431379795074;3,09999990463257;1;1;1;0;1;1;0
1;0;0;35;0,901098906993866;1,79999995231628;1;1;0;0;1;1;0
1;0;0;29;0,798994958400726;3,20000004768372;1;1;1;1;1;1;0
1;0;0;35;0,796875;4,30000019073486;0;1;0;0;0;1;1
1;0;0;34,0999984741211;0,902438998222351;4,30000019073486;0;1;0;0;1;1;0
0;0;1;36,4000015258789;0,562068939208984;3,20000004768372;1;1;3;0;1;0;0
1;0;0;22;0,744680821895599;1,79999995231628;1;1;0;0;1;1;0
1;0;0;40;0,899305582046509;3,59999990463257;0;0;0;0;1;1;0
1;0;0;28;0,714285731315613;3,59999990463257;1;1;2;1;0;1;0
1;0;0;36;0,526315808296204;3,90000009536743;1;1;2;0;0;1;0
1;0;0;23;0,659340679645538;3,20000004768372;1;1;2;0;1;1;0
1;0;0;20;0,899999976158142;3,59999990463257;1;1;2;1;1;1;0
1;1;0;5,59999990463257;0,800000011920929;3,20000004768372;1;1;3;0;1;0;0
1;0;0;26,1000003814697;0,528571426868439;3,09999990463257;1;1;1;0;1;1;0
1;0;0;15,5;0,594594597816467;3,20000004768372;0;0;0;0;1;1;0
1;1;0;42;0,895424842834473;3,20000004768372;0;0;0;0;1;0;0
1;0;0;40,7999992370605;0,801980197429657;3,90000009536743;1;1;2;0;1;1;0
1;0;0;41;0,793893158435822;1,79999995231628;1;0;0;0;1;1;0
1;0;0;39,0999984741211;0,279069781303406;4,30000019073486;0;0;0;0;1;1;0
1;0;0;21,7999992370605;0,802197813987732;10,6000003814697;1;1;2;1;1;1;0
1;0;0;35;0,740229904651642;3,20000004768372;1;1;0;1;1;0;0
1;0;0;34;0,902325570583344;1,79999995231628;1;1;0;0;0;1;0
1;0;0;38;0,899999976158142;3,09999990463257;1;1;1;0;1;1;0
1;0;0;33;0,743083000183105;3,20000004768372;1;1;0;0;1;0;0
1;0;0;36;0,951351344585419;3,20000004768372;1;0;0;0;1;1;0
1;0;0;38;0,744000017642975;3,20000004768372;0;0;0;0;1;1;0
1;0;1;32;0,900621116161346;3,20000004768372;1;1;2;0;0;1;0
1;0;0;31;0,903030276298523;3,90000009536743;1;1;2;0;0;1;1
0;0;0;41;0,698369562625885;1,79999995231628;1;1;0;0;1;1;0
1;0;0;30,5;0,954545438289642;3,90000009536743;1;0;0;0;0;1;0
1;0;0;26;1;3,20000004768372;1;0;0;0;1;1;0
0;0;0;41;0,897260248661041;10,6000003814697;1;1;0;0;1;1;1
1;0;0;38,5999984741211;0,326923072338104;3,20000004768372;1;1;2;0;1;1;0
1;0;0;20;0,80246913433075;3,59999990463257;0;1;0;0;0;1;0
1;0;0;42,7000007629395;0,888157904148102;3,09999990463257;1;1;0;0;1;1;0
1;0;0;38;0,796992480754852;3,20000004768372;0;0;0;0;1;1;0
1;0;0;31;0,9765625;3,20000004768372;1;1;4;0;0;1;0
1;0;0;14;0,563829779624939;3,09999990463257;1;1;3;0;1;1;0
1;0;0;29,6000003814697;0,498338878154755;1,79999995231628;0;0;0;0;1;1;0
1;0;0;29,2999992370605;0,946902632713318;3,20000004768372;1;0;0;0;1;1;0
1;0;0;12,1000003814697;0,800000011920929;1,79999995231628;1;0;0;1;0;1;0
1;0;0;34,9000015258789;0,49863013625145;3,20000004768372;1;1;0;0;1;1;0
0;0;0;37;0,949999988079071;10,6000003814697;1;0;0;0;1;1;0
1;1;0;35;0,896551728248596;3,20000004768372;1;1;2;0;1;1;0
1;0;0;40;1;2;1;0;0;0;1;1;0
1;0;0;32,0999984741211;0,61904764175415;3,20000004768372;1;0;0;1;1;1;0
1;1;0;38;0,899999976158142;3,20000004768372;1;1;5;0;0;0;0
1;0;0;29;0,733333349227905;3,09999990463257;1;0;2;0;0;1;0
1;0;0;39;0,571428596973419;1,79999995231628;0;0;0;0;1;1;0
1;0;0;32;0,800000011920929;4,30000019073486;1;0;0;0;0;1;0
1;0;0;33,0999984741211;0,40625;8,89999961853027;1;1;0;1;1;1;0
1;0;0;26;0,666666686534882;3,90000009536743;1;1;3;0;1;1;1
1;0;0;34;0,800000011920929;3,20000004768372;0;0;0;0;1;1;0
1;0;0;39,9000015258789;0,804597675800323;10,6000003814697;1;0;0;0;1;1;0
1;0;0;39;0,74842768907547;3,20000004768372;1;1;0;0;0;1;0
1;0;0;44,5;0,865384638309479;3,90000009536743;1;1;2;0;1;1;0
1;0;0;26;0,901785731315613;3,20000004768372;1;1;0;0;1;1;0
1;1;0;31;0,800000011920929;3,20000004768372;1;1;0;0;1;0;0
1;0;0;40;0,798165142536163;5,30000019073486;1;1;3;0;0;1;0
1;0;0;32,5;0,770833313465118;3,90000009536743;1;1;1;0;1;0;0
1;0;1;19;0,803149580955505;3,09999990463257;1;0;0;0;1;1;0
1;0;0;28;0,725907385349274;3,20000004768372;1;1;3;0;1;1;1
0;1;0;39;0,800000011920929;3,20000004768372;0;1;0;0;1;1;0
1;0;0;45,4000015258789;0,666666686534882;10,6000003814697;1;1;2;0;0;1;0
1;1;0;25;1,20547950267792;1,79999995231628;1;1;2;1;1;1;0
1;0;0;32;0,788273632526398;4,30000019073486;1;0;0;0;1;1;1
0;0;1;35;0,948529422283173;8,89999961853027;1;1;2;0;0;1;0
1;1;0;37;0,800000011920929;10,6000003814697;0;0;0;0;1;1;0
1;0;0;11;0,60606062412262;3,20000004768372;1;1;1;1;1;1;0
1;0;0;38;0,798701286315918;8,89999961853027;1;1;1;0;1;0;0
0;0;0;24;0,50684928894043;3,59999990463257;1;1;2;0;1;1;0
1;0;0;33,5999984741211;0,800000011920929;3,90000009536743;1;0;0;0;1;1;0
1;0;0;27;0,564102590084076;3,59999990463257;0;1;5;0;1;1;0
1;0;0;41;0,800000011920929;3,20000004768372;1;1;1;0;1;1;0
1;0;0;23;0,451612889766693;1,79999995231628;1;1;0;0;1;1;0
1;0;0;48,7000007629395;0,757575750350952;1,79999995231628;1;1;2;0;1;1;0
1;0;0;35,0999984741211;0,5;3,59999990463257;1;0;0;1;1;1;0
1;0;0;41;0,657894730567932;3,20000004768372;1;1;2;0;1;1;0
1;0;0;29;0,800000011920929;3,59999990463257;0;1;0;0;1;1;0
1;0;0;20;0,519444465637207;3,20000004768372;1;1;2;0;1;0;0
1;0;1;24;0,899999976158142;10,6000003814697;1;0;0;0;0;1;0
1;0;1;37,4000015258789;0,903703689575195;2;1;1;2;0;1;1;1
1;0;0;34;0,588235318660736;3,09999990463257;1;1;0;0;1;1;0
1;0;0;30,7000007629395;0,800000011920929;3,20000004768372;1;1;1;0;1;1;0
1;1;0;29,2999992370605;0,833333313465118;3,20000004768372;0;1;0;0;1;1;0
1;0;0;19,2999992370605;0,558558583259583;3,20000004768372;1;0;0;0;0;1;0
1;0;0;23,8999996185303;0,163934424519539;3,20000004768372;0;1;2;0;1;0;0
1;0;0;25,2000007629395;0,802631556987762;3,20000004768372;1;1;3;0;1;1;0
1;0;0;15;1;3,20000004768372;1;1;1;0;1;1;0
1;0;0;23,2999992370605;0,692307710647583;3,20000004768372;0;0;0;0;1;1;0
1;0;0;29,7000007629395;0,901408433914185;3,20000004768372;1;1;0;0;1;1;0
1;0;0;40,9000015258789;0,896000027656555;3,90000009536743;1;1;0;0;1;0;0
1;0;0;19;0,64102566242218;3,20000004768372;1;1;0;0;1;1;0
1;0;0;40;0,864285707473755;3,20000004768372;1;1;0;0;1;1;0
1;0;0;35,5999984741211;0,750877201557159;1,79999995231628;1;1;2;0;1;1;0
1;0;0;41;0,6763636469841;10,6000003814697;1;1;1;1;1;1;0
1;0;0;34;0,683636367321014;1,79999995231628;1;1;3;0;1;1;0
0;0;1;33;0,951612889766693;10,6000003814697;1;0;0;0;1;1;1
1;0;0;34;0,800000011920929;3,20000004768372;1;1;0;1;1;1;0
1;0;0;31,1000003814697;0,800000011920929;3,09999990463257;1;0;0;0;1;1;0
0;0;1;62;0,949579834938049;4,30000019073486;1;1;2;0;0;1;0
1;0;0;28,2000007629395;0,899999976158142;4,30000019073486;0;0;0;1;1;1;0
1;0;0;32,5;0,903448283672333;4,30000019073486;1;0;0;0;1;1;0
1;0;0;33;0,793650805950165;3,09999990463257;1;0;0;0;1;1;0
1;0;0;55;0,510638296604156;1,79999995231628;1;1;6;0;1;1;0
1;0;0;38;0,790697693824768;1,79999995231628;0;1;0;0;0;1;0
1;0;0;29,5;0,903999984264374;3,20000004768372;0;1;0;0;0;0;0
1;0;0;36;0,899371087551117;2;1;1;1;0;1;1;0
1;0;0;51;0,800000011920929;3,20000004768372;1;1;2;0;1;1;0
1;0;0;34;0,898876428604126;3,20000004768372;1;1;1;0;1;1;0
0;1;0;32,2000007629395;0,902777791023254;3,20000004768372;0;1;0;0;1;1;1
1;0;0;31;0,763265311717987;1,79999995231628;1;1;1;0;1;1;0
1;0;0;30;0,948717951774597;2;1;0;0;0;1;1;0
1;0;0;52;1,17647063732147;4,30000019073486;1;1;0;0;1;1;1
1;0;0;39,5;0,800000011920929;3,20000004768372;1;0;0;0;1;1;0
1;0;0;34;0,800000011920929;3,09999990463257;1;1;1;0;1;1;0
1;0;0;31,3999996185303;0,297619044780731;4,30000019073486;1;1;2;0;0;1;0
1;0;0;30,7000007629395;0,75;3,20000004768372;1;1;2;0;1;0;0
1;0;0;32,2999992370605;0,800000011920929;1,79999995231628;1;0;0;0;1;1;0
1;0;0;30;0,945220232009888;3,20000004768372;1;1;2;0;1;1;0
1;0;0;26,7999992370605;0,901060044765472;3,20000004768372;1;1;0;0;1;1;0
1;0;0;41,5;0,950672626495361;3,09999990463257;1;1;2;0;1;0;0
1;0;0;21;0,555555582046509;3,59999990463257;1;0;0;0;0;1;0
1;0;0;27;0,510948896408081;3,90000009536743;1;1;2;0;0;1;0
1;0;0;32;0,922459840774536;3,90000009536743;0;0;0;0;0;1;0
1;0;0;36,5;0,895652174949646;3,90000009536743;0;0;0;0;1;1;0
0;0;1;39;0,946902632713318;3,90000009536743;1;0;0;0;1;1;0
1;0;0;33;0,800000011920929;3,20000004768372;1;0;1;1;1;1;0
1;0;0;31,1000003814697;0,803278684616089;3,20000004768372;1;1;0;0;0;1;0
0;0;1;33;1,37931036949158;3,20000004768372;0;1;0;0;1;1;0
0;0;0;32;0,741239905357361;3,20000004768372;1;1;0;0;1;1;0
0;0;0;35;0,952000021934509;3,90000009536743;1;0;0;0;1;1;0
1;0;0;19;0,34042552113533;3,20000004768372;1;1;1;1;1;1;0
0;0;0;35,9000015258789;0,952755928039551;4,30000019073486;1;1;1;0;1;1;0
1;0;0;10;1,33333337306976;1,79999995231628;1;0;0;1;0;1;0
1;0;0;31,8999996185303;0,5;3,09999990463257;1;1;8;0;1;1;0
1;0;0;35;1;3,20000004768372;1;1;0;0;1;1;0
1;0;0;57;0,800000011920929;3,20000004768372;0;0;0;1;1;1;0
1;0;0;26;0,90285712480545;3,59999990463257;1;1;2;0;1;1;0
1;0;0;37;0,71129709482193;3,20000004768372;1;0;1;0;1;1;0
1;0;0;13;0,535714268684387;4,30000019073486;1;1;0;0;1;1;0
1;0;0;53;0,673469364643097;4,30000019073486;1;1;0;0;0;1;0
1;0;0;38,5999984741211;0,801762104034424;3,09999990463257;1;1;0;0;1;1;0
1;0;0;20;0,800000011920929;10,6000003814697;1;1;2;1;1;1;0
1;0;0;33;0,899999976158142;3,20000004768372;1;1;0;0;1;0;0
0;1;0;38;0,800000011920929;3,20000004768372;0;1;0;0;1;1;0
1;0;0;38;0,801242232322693;3,59999990463257;1;1;0;0;1;1;0
0;1;0;37;0,504000008106232;1,79999995231628;1;0;0;0;1;0;1
1;0;0;31;0,597014904022217;1,79999995231628;1;1;2;0;1;1;0
1;0;0;33,0999984741211;0,896226406097412;3,90000009536743;1;1;0;0;0;1;0
1;0;0;28,8999996185303;0,705882370471954;3,20000004768372;1;1;1;0;1;1;0
1;0;0;27;0,800000011920929;3,09999990463257;1;0;3;1;0;1;0
0;0;0;28;0,899999976158142;3,20000004768372;0;0;0;1;1;1;0
1;0;0;21,6000003814697;0,520446121692657;3,09999990463257;1;1;3;0;1;1;0
0;0;0;26;0,899999976158142;3,90000009536743;1;1;4;0;0;1;0
1;0;0;24,1000003814697;0,725806474685669;2;0;0;0;0;1;1;0
1;0;0;37;0,902654886245728;1,79999995231628;0;0;0;0;1;1;0
1;0;0;38,4000015258789;1;3,20000004768372;1;1;0;0;1;1;0
1;0;1;24;0,897058844566345;3,20000004768372;0;1;2;0;1;1;0
1;0;0;30;0,603524208068848;3,09999990463257;1;1;0;0;1;1;0
1;1;0;29,2999992370605;0,800000011920929;3,20000004768372;1;1;2;0;1;1;0
1;0;0;26;0,882075488567352;1,79999995231628;1;1;0;0;1;1;0
1;1;0;25,3999996185303;0,949999988079071;4,30000019073486;1;1;2;0;1;1;0
1;0;0;33,7000007629395;0,953488349914551;5,30000019073486;1;1;0;0;0;1;0
1;0;0;26;0,5859375;10,6000003814697;1;0;0;0;1;1;0
1;0;0;37;0,953703701496124;3,90000009536743;1;1;0;0;0;1;0
1;0;0;21,8999996185303;0,581818163394928;3,90000009536743;1;1;0;0;1;1;0
1;0;0;27;0,800000011920929;3,20000004768372;1;1;3;0;1;1;0
1;0;0;34;0,951515138149261;3,20000004768372;1;0;3;0;1;1;0
1;0;0;35;0,799065411090851;5,30000019073486;1;1;0;0;1;1;0
0;0;1;40;0,400921672582626;3,20000004768372;1;1;0;1;0;0;0
1;0;0;44;0,687969923019409;3,09999990463257;1;1;1;0;1;1;0
1;0;0;37;0,797546029090881;3,59999990463257;0;1;2;0;1;1;0
1;1;0;34,7999992370605;0,800000011920929;3,09999990463257;1;1;0;0;1;1;0
0;1;0;45;0,899999976158142;3,20000004768372;0;0;0;0;0;1;1
1;0;0;45;0,696551740169525;3,09999990463257;1;1;2;0;1;1;0
1;0;0;34;0,901960790157318;10,6000003814697;1;1;3;0;0;1;0
0;0;0;37;0,833333313465118;3,90000009536743;1;1;3;0;1;1;0
1;0;0;27;0,802816927433014;3,59999990463257;1;1;1;0;1;1;0
0;1;0;53;0,770370364189148;3,20000004768372;0;0;0;0;1;0;0
1;0;0;41,4000015258789;0,798657715320587;3,20000004768372;0;0;0;0;1;1;0
1;0;0;32,2000007629395;0,800000011920929;5,30000019073486;1;1;1;0;1;1;0
1;0;0;33,2999992370605;0,800000011920929;5,30000019073486;1;1;3;0;1;1;0
1;0;0;36;0,801587283611298;3,20000004768372;1;1;0;0;1;1;0
1;0;0;34,7000007629395;0,700437784194946;4,30000019073486;1;1;2;0;0;1;0
1;0;0;33;0,777777791023254;3,20000004768372;1;0;0;0;1;1;0
0;1;0;44,7999992370605;0,918103456497192;3,20000004768372;1;1;2;0;1;1;0
1;0;0;34,9000015258789;0,909248352050781;3,20000004768372;0;0;0;0;1;0;0
1;0;0;32;0,4375;3,20000004768372;0;1;2;0;1;1;0
1;0;0;22,7999992370605;0,292397648096085;4,30000019073486;1;1;2;0;0;1;0
1;0;0;32;0,80246913433075;1,79999995231628;1;0;0;0;1;1;0
1;0;0;21;0,380952388048172;5,30000019073486;1;1;3;0;0;1;0
0;0;0;24,2000007629395;0,902654886245728;10,6000003814697;1;0;0;0;0;0;0
1;0;0;32,4000015258789;0,757575750350952;4,30000019073486;1;1;2;0;1;1;0
1;0;0;26;0,89473682641983;2;0;0;0;0;1;1;0
0;0;0;20;0,687022924423218;1,79999995231628;1;1;1;0;1;0;0
0;0;0;26,7999992370605;0,905405402183533;3,20000004768372;1;0;0;0;1;1;0
1;0;0;28;0,752747237682343;3,20000004768372;0;0;0;0;1;1;0
1;0;0;36;0,646017670631409;3,59999990463257;1;1;0;0;1;1;0
1;0;0;37;0,800000011920929;1,79999995231628;0;1;0;0;1;0;1
0;1;0;35,5;0,6875;3,20000004768372;1;1;1;1;1;0;1
1;0;0;32;0,801047146320343;4,30000019073486;0;0;0;0;1;1;0
1;0;0;18;0,362500011920929;3,20000004768372;1;1;0;0;1;1;0
1;0;0;42;0,75;3,20000004768372;0;1;0;1;1;1;0
1;1;0;27;0,803571403026581;3,20000004768372;1;1;1;0;1;0;0
1;0;0;32;0,798479080200195;3,20000004768372;1;1;1;0;1;1;0
1;0;0;27;0,676258981227875;1,79999995231628;1;1;0;0;1;0;1
1;0;0;38;0,58730161190033;3,20000004768372;1;1;2;0;1;1;0
1;0;0;38;0,850000023841858;3,20000004768372;0;0;0;0;1;1;0
1;0;0;30,3999996185303;0,924050629138947;3,20000004768372;1;1;0;0;1;1;0
1;0;0;39,2000007629395;0,899999976158142;3,20000004768372;1;1;3;0;1;1;0
1;0;0;26;0,890476167201996;3,20000004768372;1;0;0;0;1;0;0
1;0;0;16;0,800000011920929;10,6000003814697;1;0;0;0;0;1;0
1;0;0;24;0,800000011920929;3,20000004768372;1;1;0;0;1;1;0
0;0;0;29;0,594059407711029;1,79999995231628;0;0;0;0;1;0;1
0;0;0;40;1;10,6000003814697;1;0;0;0;1;1;0
1;0;0;28;0,683760702610016;3,20000004768372;1;1;0;0;0;1;0
1;0;0;31,3999996185303;0,558823525905609;1,79999995231628;1;0;0;0;1;0;0
1;0;0;31;0,803370773792267;4,30000019073486;1;1;2;0;1;1;0
1;0;0;34;0,670391082763672;1,79999995231628;1;0;0;0;1;1;0
1;0;0;31;0,854014575481415;3,20000004768372;1;1;2;0;0;1;0
1;0;0;38;0,806818187236786;3,20000004768372;1;0;0;0;1;1;0
1;0;0;36;0,888888895511627;3,20000004768372;1;0;0;0;1;1;0
0;0;1;36;0,955056190490723;3,20000004768372;1;1;1;0;1;1;0
1;0;0;17,3999996185303;0,430875569581985;3,20000004768372;1;0;0;0;1;1;0
1;1;0;31;0,823529422283173;4,30000019073486;1;0;0;0;1;1;1
1;0;0;39;0,534883737564087;3,20000004768372;1;1;2;0;0;1;0
1;0;0;36;0,863309323787689;4,30000019073486;0;0;0;0;0;1;0
1;0;0;20;0,409356713294983;3,20000004768372;1;1;0;0;1;1;0
1;0;0;38;0,903999984264374;1,79999995231628;0;1;0;0;1;1;0
1;0;0;33,7999992370605;0,90285712480545;3,20000004768372;1;0;0;0;1;1;0
0;0;0;19;0,754545450210571;1,79999995231628;1;0;0;1;1;1;0
1;0;0;22,5;0,857142865657806;3,90000009536743;1;1;1;0;0;1;0
1;0;0;36;0,902438998222351;3,20000004768372;1;1;1;0;1;1;1
1;0;0;33,7999992370605;0,899999976158142;3,20000004768372;1;1;3;0;1;1;0
1;0;1;42;0,801932394504547;3,20000004768372;1;0;2;0;1;1;0
1;0;0;14;0,349650353193283;1,79999995231628;1;1;0;0;1;1;0
1;0;0;30,7000007629395;0,627516806125641;3,09999990463257;1;1;2;0;1;1;0
1;0;0;32;0,690789461135864;3,20000004768372;1;1;2;0;0;1;0
1;0;0;38,9000015258789;0,800000011920929;3,09999990463257;1;1;1;0;1;1;0
0;0;0;29;0,899999976158142;3,09999990463257;1;1;4;0;0;1;0
1;0;0;38;0,902438998222351;3,20000004768372;1;0;0;0;1;1;0
1;0;0;35;0,806866943836212;1,79999995231628;1;0;0;0;1;1;0
1;0;0;16;0,335820883512497;3,59999990463257;0;1;0;0;1;1;0
1;0;0;36;0,688775539398193;1,79999995231628;1;1;1;0;0;1;0
1;0;0;21;0,600000023841858;3,20000004768372;1;1;0;0;1;1;0
1;0;0;35;0,75151515007019;2;1;1;2;0;0;1;0
1;0;0;30,3999996185303;0,800000011920929;3,59999990463257;0;0;0;0;0;1;0
1;0;0;30;0,800000011920929;3,20000004768372;0;0;0;0;1;1;0
1;0;0;38;0,747572839260101;3,59999990463257;0;0;0;0;1;1;0
1;0;0;32;1;3,20000004768372;1;1;1;0;0;1;0
1;0;0;33,7000007629395;0,898305058479309;10,6000003814697;1;1;1;0;1;1;0
1;0;0;38;0,611111104488373;3,59999990463257;1;0;0;0;0;1;0
1;0;0;32,9000015258789;0,907692313194275;3,59999990463257;1;0;0;0;1;1;0
1;0;0;32;0,797468364238739;4,30000019073486;1;0;0;0;1;0;0
0;0;0;36;0,835526287555695;3,90000009536743;1;0;0;0;1;1;0
1;0;0;24,7000007629395;0,797356843948364;3,90000009536743;1;0;0;0;1;1;0
1;1;0;48;0,523809552192688;3,20000004768372;1;0;1;1;1;1;0
1;0;0;27,7000007629395;0,800000011920929;3,90000009536743;1;0;0;1;1;0;0
1;0;0;37;0,800000011920929;4,30000019073486;1;1;2;1;0;1;0
1;0;0;31;0,681528687477112;1,79999995231628;0;0;0;0;1;1;0
1;0;0;36;0,840425550937653;3,20000004768372;1;0;0;0;1;1;0
1;0;0;34;0,899357557296753;10,6000003814697;1;0;1;1;0;1;0
1;0;0;24;0,800000011920929;1,79999995231628;0;0;1;1;1;0;0
1;0;0;38;0,800000011920929;3,20000004768372;1;1;1;1;1;1;0
1;0;1;34;0,896000027656555;3,20000004768372;1;1;2;0;1;1;0
1;0;0;24;0,666666686534882;4,30000019073486;1;1;3;1;0;1;0
1;0;0;27;0,774011313915253;3,90000009536743;1;1;0;0;1;1;0
1;0;0;39;0,892857134342194;3,20000004768372;1;0;0;0;1;1;0
0;1;0;51,7999992370605;0,800000011920929;3,09999990463257;1;0;0;0;1;1;0
1;1;0;32;0,612629592418671;3,90000009536743;1;1;2;0;0;1;0
1;0;0;34;0,540540516376495;10,6000003814697;1;1;3;0;0;1;0
1;1;0;32;0,719626188278198;1,79999995231628;0;0;1;0;0;1;0
0;0;0;78;0,899999976158142;3,59999990463257;1;1;0;0;1;1;0
1;0;0;41;0,899999976158142;10,6000003814697;1;1;3;0;1;1;0
1;0;0;34;0,798611104488373;3,20000004768372;1;1;2;0;0;1;0
1;0;0;37;0,948717951774597;10,6000003814697;1;1;0;0;1;1;0
1;0;0;34;1;3,90000009536743;1;1;0;0;1;1;0
1;0;0;24;0,733333349227905;10,6000003814697;1;1;0;1;0;1;0
0;0;0;35;0,75;3,20000004768372;1;1;1;1;1;1;0
1;0;0;32;0,684848487377167;3,90000009536743;0;0;0;0;1;1;0
1;0;0;27;0,843881845474243;10,6000003814697;1;1;3;0;0;1;0
0;1;0;8;0,782608687877655;4,30000019073486;1;1;2;1;1;0;1
1;0;0;32;0,800000011920929;1,79999995231628;1;1;3;0;1;1;0
1;0;0;34,7000007629395;0,900709211826324;3,90000009536743;0;1;2;0;1;1;0
1;0;0;30;1;3,20000004768372;0;0;1;0;1;1;0
1;0;0;27;0,754545450210571;3,20000004768372;1;0;0;0;1;1;1
1;0;0;33;0,802139043807983;3,20000004768372;1;1;1;0;1;1;0
1;0;0;35,5;0,555555582046509;3,09999990463257;1;1;0;0;1;0;0
1;0;0;32;0,776119410991669;3,59999990463257;0;0;0;0;0;1;0
1;0;0;33,5999984741211;0,798913061618805;2;1;1;2;0;1;1;0
1;0;0;35;0,800000011920929;2;1;1;2;0;1;1;0
1;0;0;14,6000003814697;0,768211901187897;4,30000019073486;1;1;0;0;0;1;0
1;0;0;24;0,528700888156891;3,20000004768372;1;1;0;1;1;1;0
1;0;0;38;0,934374988079071;3,20000004768372;1;1;1;0;1;1;0
1;0;0;19;0,488826811313629;4,30000019073486;1;1;1;0;1;1;0
1;0;0;35,2000007629395;0,800000011920929;10,6000003814697;1;1;0;0;1;1;0
0;0;0;35;1,47826087474823;3,20000004768372;1;1;0;0;1;1;0
1;0;0;25;0,841269850730896;3,09999990463257;1;0;0;0;1;1;0
0;0;0;34;0,74193549156189;3,90000009536743;1;1;3;1;0;1;0
1;0;0;36;0,800000011920929;2;1;1;0;0;1;1;0
1;0;0;36;0,778688549995422;3,20000004768372;1;0;0;0;1;1;0
1;1;0;39;0,902255654335022;2;1;1;1;0;1;0;0
1;0;0;32,2999992370605;0,75;3,20000004768372;1;1;2;0;1;1;0
1;0;0;23;0,5;3,20000004768372;1;1;1;0;0;1;0
1;0;0;39;0,97560977935791;4,30000019073486;1;0;0;1;1;1;0
1;0;0;32;0,948563814163208;2;1;1;3;0;1;1;0
1;0;0;37,0999984741211;0,899653971195221;3,09999990463257;1;1;1;0;1;1;0
1;0;1;31;0,724637687206268;8,89999961853027;1;1;0;1;0;1;0
1;0;0;19;0,797297298908234;3,09999990463257;1;1;0;0;1;1;0
1;0;0;23;0,893617033958435;3,90000009536743;1;1;0;0;1;1;0
1;0;0;28;0,923076927661896;3,09999990463257;1;0;0;0;0;1;0
0;0;0;18;0,90350878238678;4,30000019073486;0;0;3;0;1;1;0
1;0;0;49;0,56291389465332;1,79999995231628;1;1;2;0;1;0;0
1;0;0;28;0,639534890651703;3,20000004768372;1;1;1;0;1;1;1
1;0;0;29;0,683544278144836;3,59999990463257;1;1;0;0;1;0;0
1;0;0;37,7999992370605;0,800807476043701;10,6000003814697;1;0;0;0;0;0;0
1;1;0;42;0,800000011920929;3,20000004768372;0;0;0;0;1;1;1
1;1;0;46,7999992370605;0,898876428604126;4,30000019073486;1;1;0;0;1;1;0
1;0;0;26;0,905660390853882;3,59999990463257;0;0;0;0;1;1;0
1;1;0;39,0999984741211;0,800000011920929;3,20000004768372;1;1;0;1;1;1;0
1;0;0;24;0,263157904148102;1,79999995231628;1;0;0;0;1;1;0
1;0;1;41;0,892307698726654;1,79999995231628;1;1;1;0;1;1;0
1;0;0;23;0,95652174949646;3,20000004768372;1;1;4;0;1;1;0
0;0;0;38;0,898203611373901;10,6000003814697;1;0;0;0;1;1;0
0;0;0;43;0,642317354679108;3,09999990463257;1;1;0;1;1;1;0
1;0;0;31;0,507614195346832;2;1;1;4;0;1;1;0
1;0;0;42,2000007629395;0,709302306175232;3,20000004768372;0;0;0;1;1;1;0
1;1;0;36;0,800000011920929;3,09999990463257;0;0;1;0;1;1;1
1;0;1;33;0,800000011920929;1,79999995231628;1;1;1;0;1;1;0
1;1;0;35;0,775280892848969;3,20000004768372;1;0;0;0;0;1;0
0;0;0;37;1,29999995231628;4,30000019073486;1;1;2;1;1;1;0
1;0;0;31,5;0,857142865657806;4,30000019073486;0;0;2;0;0;1;0
1;0;0;31;0,75;1,79999995231628;1;1;1;0;1;0;0
1;0;0;25;0,638297855854034;1,79999995231628;0;0;0;0;1;1;0
1;0;0;12,6000003814697;0,272727280855179;4,30000019073486;1;1;2;0;1;1;0
1;0;0;36;1,4736841917038;4,30000019073486;0;0;0;0;0;1;0
1;1;0;38,0999984741211;0,903225779533386;3,09999990463257;1;1;1;0;0;1;0
1;0;0;21;0,145454540848732;3,90000009536743;0;0;2;0;1;1;0
1;0;0;27,2000007629395;0,666666686534882;2;1;1;1;0;1;1;0
1;0;0;41;0,938775539398193;3,09999990463257;1;1;0;0;1;1;0
1;0;0;19;0,411764711141586;3,90000009536743;1;1;0;0;1;1;0
1;0;0;41;0,647058844566345;1,79999995231628;1;1;2;1;1;1;0
